Name,Phone,Email,Website,Category
STAMINA ADVANCED PLUMBERS,072 793 6453,N/A,N/A,N/A
Mcrae Plumbing CC,"011 660 9032, 011 665 2852",N/A,N/A,N/A
HONEY BEE BRIDAL CAKE CRAFT,"011 8366 153, 011 8366154",fazila@honeybeeplaza.co.za,N/A,N/A
PROSPER PLUMBERS,084 707 0635,N/A,N/A,N/A
IRVIN SELEKE HOLDINGS,011 935 1113,irvinseleke@gmail.com,N/A,N/A
INCLEDON (Pty) Ltd  - WEST RAND,011 323 0800,info@incledon.co.za,N/A,N/A
MZANSI TREEFELLING,078 0032289,mzansitree2009@gmail.com,N/A,N/A
J S M Investments,071 347 6335,"sulpisionmutevera@gmail.com, sulpisiom@ism-events.co.za",N/A,N/A
SCUBAVERSITY AND DIVE CLUB,011 958 2418,dive@scubaversity.co.za,N/A,N/A
TRAPPERS FRANCHISING CC - RANDBURG,011 462 2919,N/A,N/A,N/A
ELLEN G CC - Corporate Clothing Gauteng - CORPORATE INDUSTRIAL & SPORT WEAR,"011 071 0790, 086 520 1518",support@elleng.co.za,N/A,N/A
SOUTHERN ASSIST TECHNOLOGY,084 723 7413,info@southernassisttechnology.co.za,N/A,N/A
QUARTO PRESS (PTY) LTD Lithography Printing,"011 825 0004, 011 825 0075",info@quarto.co.za,N/A,N/A
ARROW COACHES BUS COACH HIRE,"011 342 4535, 011 945 1031",N/A,N/A,N/A
ROYAL BUS & TRUCK TYRES - BENONI,013 656 1158,royaltyreswitbank@gmail.com,N/A,N/A
THE SKILLS MATRIX GAUTENG,"011 391 6995, 011 391 3332",inas@theskillsmatrix.co.za,N/A,N/A
ON POINT ELECTRICAL,"072 768 1116, 011 051 4431",info@onpointelectrical.co.za,N/A,N/A
NKOSI STAINLESS AND STEEL WORKS AND PROJECTS,"079 424 9602, 084 010 7610",nkosiknowledge@gmail.com,N/A,N/A
DEBROCK CONSTRUCTION PROJECTS,"011 038 8643, 073 830 1219",debrockconstructionprojects@gmail.com,N/A,N/A
LUCRATIVE,011 056 5509,mashilo.thabo@lucrativegroup.co.za,N/A,N/A
ELLEN G cc - Corporate Clothing Gauteng - CORPORATE INDUSTRIAL & SPORT WEAR,"011 071 0790, 010 597 6696, 074 6744 039, 086 520 1518",ellen@elleng.co.za,N/A,N/A
SHIZEMBE SHUTTLE AND TOURS,"072 909 7671, 012 435 8888",info@shizembetours.co.za,N/A,N/A
CEILING AND PARTITION INSTALLERS,071 901 1034,anwargaf7@gmail.com,N/A,N/A
B M A REMOVALS,"086 672 0268, 011 902 1176",bmalogistics@mweb.co.za,N/A,N/A
JUST SETS SA (PTY) LTD,"011 882 2370, 011 882 9347",tech@justsets.co.za,N/A,N/A
PRAEKELT CONSULTING (PTY) LTD,011 482 8684,N/A,N/A,N/A
POLYOAK PACKAGING,"011 247 6000, 011 494 1045",info@polyoak.co.za,N/A,N/A
WRAP IT PACKAGING  Ribbons & Custom made gift boxes	Packaging Solutions Packaging 	Wrapping Paper,011 782 6471,blancheboutselis@gmail.com,N/A,N/A
MONTROUX SCHOOLWEAR,011 782 5796,montrouxschoolwear@gmail.com,N/A,N/A
MADIMONG TRADING AND SERVICES,"084 304 2739, 086 6628124, 086 728 8162",N/A,N/A,N/A
REEF INSURANCE BROKERS (PTY) LTD,"086 532 5527, 0861 007 333",info@reefinsurance.co.za,N/A,N/A
BWF ENVIRONMENTAL DYNAMICS SA (PTY) Ltd,N/A,N/A,N/A,N/A
CIC INSURANCE BROKERS,"011 786 0472, 082 416 4356",SUE@CICINS.CO.ZA,N/A,N/A
ERA POLYMERS AFRICA Pty Ltd,N/A,N/A,N/A,N/A
FINANCIAL FITNESS SERVICES (PTY) Ltd,"011 802 0888, 011 802 0880",MARLENE@FINFIT.CO.ZA,http://www.finfit.co.za/,N/A
SHAWSON PLASTICS,011 792 1916,RODNEYTRUBSHAW@FASTMAIL.FM,N/A,N/A
FORGEWELD GAUTENG,"012 719 9052, 012 719 9055",FLORENCE@FORGEWORLD.COM,N/A,N/A
TOW IT ROADSIDE ASSISTANCE,0825914188,TOWITROADSIDE@GMAIL.COM,N/A,N/A
EXQUISITE GLASS AND ALUMINIUM,016 362 6536,"INFO@EXGAL.CO.ZA, SABIRA@EXGAL.CO.ZA",N/A,N/A
SKYJACKS TAILLIFTS (PTY) Ltd,011 849 6769,reception@tailifts.co.za,N/A,N/A
AFC MATERIALS HANDLING cc GAUTENG,"011 392 4951, 011 392 2629",rebecca@afsmh.co.za,N/A,N/A
MAKRO ( ALBERTON ),0860 008 991,alberton@makro.co.za,N/A,N/A
MAKRO (  ALBERTON  ),N/A,N/A,N/A,N/A
KINGSWOOD IT INTERNATIONAL,010 023 1761,N/A,N/A,N/A
Health System Technologies (Pty) Ltd  Gauteng,"216 742 317, 0216831596",solutions@healthsystems.co.za,N/A,N/A
Zamokuhle Private Hospital,N/A,N/A,N/A,N/A
