Business Name,Description,Possible Address,Phone Numbers,Emails,Websites
SUPER LIFT SERVICES,"ADDRESS:
22 BARIUM STREET
ALRODE
ALBERTON
TEL:
011-908 4111
FAX:
011-908 4113
EMAIL:
lenora@mweb.co.za
TRADE HEADING
LIFT MANUFACTURES","22 BARIUM STREET
ALRODE
ALBERTON
TEL; 908 4111
FAX; 908 4113
EMAIL","011-908 4111, 011-908 4113",lenora@mweb.co.za,
RIVERSIDE DISTRIBUTORS,"ADDRESS:
6 ROPER STREET
NEW CENTRE
JOHANNESBURG
TEL:
011-493 9346
FAX:
011-493 9292
TRADE HEADING
sanitary hygien products","6 ROPER STREET
NEW CENTRE
JOHANNESBURG
TEL; 493 9346
FAX; 493 9292
TRADE HEADING
sanitary hygien products","011-493 9346, 011-493 9292",,
OPERATIONAL MARKETING (PTY) LTD,"ADDRESS:
30 LYN ROAD
FERNDALE
RANDBURG
TEL:
011-793 5562
EMAIL:
tanya@omsa.co.za
TRADE HEADING
LUBRICANTING EQUIPMENT","30 LYN ROAD
FERNDALE
RANDBURG
TEL; 793 5562
EMAIL",011-793 5562,tanya@omsa.co.za,
AESSEAL,"ADDRESS:
105 MONTE CARLO CENTRE
KYALAMI PARK
MIDRAND
TEL:
011-466 1257
FAX:
011-466 6588
TRADE HEADING
MECHANICAL ENGINEERING","105 MONTE CARLO CENTRE
KYALAMI PARK
MIDRAND
TEL; 466 1257
FAX; 466 6588
TRADE HEADING
MECHANICAL ENGINEERING","011-466 1257, 011-466 6588",,
YATES NATIONAL LUBRICANTS CC,"ADDRESS:
117 BOOYSENS ROAD
JOHANNESBURG
TEL:
011-493 7580
FAX:
011-493 2489
TRADE HEADING
LUBRICANTS","117 BOOYSENS ROAD
JOHANNESBURG
TEL; 493 7580
FAX; 493 2489
TRADE HEADING
LUBRICANTS","011-493 7580, 011-493 2489",,
ENABLE EMPLOYMENT SERVICES (PTY) LTD,"ADDRESS:
LUIPAARD STREET
KRUGERSDORP
TEL:
086-136 2253
FAX:
011-660 1233
TRADE HEADING
PERSONNEL CONSULTANTS","136 2253
FAX; 660 1233
TRADE HEADING
PERSONNEL CONSULTANTS","086-136 2253, 011-660 1233",,
ANICIC HEAVY ENGINEERING (PTY) LTD,"ADDRESS:
13 APEX ROAD
BENONI
JOHANNESBURG
TEL:
011-421 6944
FAX:
011-422 1149
EMAIL:
aniciche@iafrica.com
TRADE HEADING
MECHANICAL ENGINEERING","13 APEX ROAD
BENONI
JOHANNESBURG
TEL; 421 6944
FAX; 422 1149
EMAIL","011-421 6944, 011-422 1149",aniciche@iafrica.com,
HERSCHELL,"ADDRESS:
1 MALTEN STREET
DELVILLE
GERMISTON
TEL:
011-827 5935
FAX:
011-824 2125
EMAIL:
jhb@swift.co.za
TRADE HEADING
LUBRICANTING EQUIPMENT","1 MALTEN STREET
DELVILLE
GERMISTON
TEL; 827 5935
FAX; 824 2125
EMAIL","011-827 5935, 011-824 2125",jhb@swift.co.za,
KLUBER LUBRICANTION (PTY) LTD,"ADDRESS:
12C BARIUM STREET
ALRODE
ALBERTON
TEL:
011-908 2457
FAX:
011-864 7373
EMAIL:
sandra.koen@za.kluber.com
TRADE HEADING
LUBRICANTS","908 2457
FAX; 864 7373
EMAIL","011-908 2457, 011-864 7373",sandra.koen@za.kluber.com,
MARTINS FUNERAL SERVICES.,"ADDRESS:
46 A SENATOR MARK STREET
VEREENIGING
TEL:
016-455 1263
EMAIL:
dkmka@telkomsa.net
TRADE HEADING
FUNERAL SERVICES","46 A SENATOR MARK STREET
VEREENIGING
TEL; 455 1263
EMAIL",016-455 1263,dkmka@telkomsa.net,
FIRE PROTECTION ASSN OF SA,"ADDRESS:
105 SPRINGBOK ROAD
BARLETT
BOKSBURG
TEL:
011-397 1618
FAX:
011-397 1160
EMAIL:
accounts@fpasa.co.za
TRADE HEADING
FIRE SAFETY SERVICES","105 SPRINGBOK ROAD
BARLETT
BOKSBURG
TEL; 397 1618
FAX; 397 1160
EMAIL","011-397 1618, 011-397 1160",accounts@fpasa.co.za,
GOLD & FINANCE (SANDTON),"ADDRESS:
THE FORUM BUILDING
2 MAUDE STREET
SANDTON
TEL:
011-883 9972
FAX:
011-883 9974
EMAIL:
info@gddfin.co.za
TRADE HEADING
JEWELLERS SERVICES","2 MAUDE STREET
SANDTON
TEL; 883 9972
FAX; 883 9974
EMAIL","011-883 9972, 011-883 9974",info@gddfin.co.za,
TSHEPO-THEMBA ENGINEERING (PTY) LTD,"ADDRESS:
138 MAIN REEF ROAD
MANUFACTA
ROODEPORT
TEL:
011-271 6880
EMAIL:
k.vdberg@tshepo-themba.co.za
TRADE HEADING
SAFETY SERVICES","138 MAIN REEF ROAD
MANUFACTA
ROODEPORT
TEL; 271 6880
EMAIL",011-271 6880,k.vdberg@tshepo-themba.co.za,
PRESS DYNAMIK (PTY) LTD,"ADDRESS:
LINBRO BUSINESS PARK
42 MILKY WAY AVENUE
LINBRO PARK
JOHANNESBURG
TEL:
011-608 4429
FAX:
011-608 4430
EMAIL:
willemien@pressdynamik.co.za
TRADE HEADING
SHEET METAL WORKS SERVICES","42 MILKY WAY AVENUE
LINBRO PARK
JOHANNESBURG
TEL; 608 4429
FAX; 608 4430
EMAIL","011-608 4429, 011-608 4430",willemien@pressdynamik.co.za,
ADVANCED FIRE SUSPRESSION TECHNOLOGIES,"ADDRESS:
39 A LOUIS TRICHARDT STREET
ALBERTON
TEL:
011-869 2142
EMAIL:
admin@advancedfst.co.za
TRADE HEADING
FIRE SAFETY SERVICES","39 A LOUIS TRICHARDT STREET
ALBERTON
TEL; 869 2142
EMAIL",011-869 2142,admin@advancedfst.co.za,
FOURNOS BAKERY,"ADDRESS:
187 DUNKELD ROAD
DUNKELD CENTRE
ROSEBANK
JOHANNESBURG
TEL:
011- 771 2500
FAX:
011-325 2096
TRADE HEADING
OVEN BUILDERS","187 DUNKELD ROAD
DUNKELD CENTRE
ROSEBANK
JOHANNESBURG
TEL; 771 2500
FAX; 325 2096
TRADE HEADING
OVEN BUILDERS","011- 771 2500, 011-325 2096",,
TUSCANY MODELS MANAGEMENT,"ADDRESS:
3 CALEDON STREET
ALBERANTE
ALBERTON
TEL:
011-907 8032
FAX:
011-907 8348
TRADE HEADING
MODELING AGENCIES","3 CALEDON STREET
ALBERANTE
ALBERTON
TEL; 907 8032
FAX; 907 8348
TRADE HEADING
MODELING AGENCIES","011-907 8032, 011-907 8348",,
SIYAYA SKILLS INSTITUTE (PTY) LTD.,"ADDRESS:
TEBA PARK
121 ELOFF STREET
EXT SELBY
JOHANNESBURG
GAUTENG
TEL:
011-493 9706
FAX:
011-493 9698
TRADE HEADING
FET COLLEGES","121 ELOFF STREET
EXT SELBY
JOHANNESBURG
GAUTENG
TEL; 493 9706
FAX; 493 9698
TRADE HEADING
FET COLLEGES","011-493 9706, 011-493 9698",,
CHAIRMAN INDUSTRIES CC,"ADDRESS:
25 AURET STREET
JEPPE
JOHANNESBURG
TEL:
011-624 1222
FAX:
011-614 4817
TRADE HEADING
DISABILITY AIDS & EQUIPMENT","25 AURET STREET
JEPPE
JOHANNESBURG
TEL; 624 1222
FAX; 614 4817
TRADE HEADING
DISABILITY AIDS ","011-624 1222, 011-614 4817",,
GLOBAKERIES (PTY) LTD,"ADDRESS:
45 WATT STREET INDUSTRIA
JOHANNESBURG
TEL:
011-474 1342
EMAIL:
rsouthgate@goobakeries.co.za
TRADE HEADING
OVEN BUILDERS","45 WATT STREET INDUSTRIA
JOHANNESBURG
TEL; 474 1342
EMAIL",011-474 1342,rsouthgate@goobakeries.co.za,
H M H MODELING SCHOOL,"ADDRESS:
61 WILGE AVENUE
SPRINGS
TEL:
011-817 5484
EMAIL:
birnie@mweb.co.za
TRADE HEADING
MODELING AGENCIES","61 WILGE AVENUE
SPRINGS
TEL; 817 5484
EMAIL",011-817 5484,birnie@mweb.co.za,
NELLY ENTERPRISES,"ADDRESS:
56 CRANSWELL
LEFT & FEATHER
JOHANNESBURG
CELL:
079 536 1363
EMAIL:
nelson.ndlovu2012@gmail.com
TRADE HEADING
EXTERNAL BUILDING WORK","56 CRANSWELL
LEFT ; 079 536 1363
EMAIL",079 536 1363,nelson.ndlovu2012@gmail.com,
SA EARTHWORKS (PTY) LTD,"ADDRESS:
314 OLIFANTFONTEIN ROAD
GLEN AUSTIN
MIDRAND
TEL:
011-314 2446
FAX:
011-314 2447
EMAIL:
admin@saearthworks.co.za
TRADE HEADING
groundwork contractor","314 OLIFANTFONTEIN ROAD
GLEN AUSTIN
MIDRAND
TEL; 314 2446
FAX; 314 2447
EMAIL","011-314 2446, 011-314 2447",admin@saearthworks.co.za,
FLOWSERVER SOUTH AFRICA (PTY) LTD,"ADDRESS:
12 DIRECTOR ROAD SPARTAN
KEMPTON PARK
TEL:
011-923 7300
FAX:
011-974 6420
TRADE HEADING
HYDRAULIC ENGINEERS","12 DIRECTOR ROAD SPARTAN
KEMPTON PARK
TEL; 923 7300
FAX; 974 6420
TRADE HEADING
HYDRAULIC ENGINEERS","011-923 7300, 011-974 6420",,
CONGLO CC,"ADDRESS:
16TH ROAD
BRAKPAN
TEL:
011-743 1926
FAX:
011-742 1186
TRADE HEADING
GROUNDWORKS CONTRACTORS","743 1926
FAX; 742 1186
TRADE HEADING
GROUNDWORKS CONTRACTORS","011-743 1926, 011-742 1186",,
JETPARK OCCUPATIONAL HEALTH,"ADDRESS:
14 VAN STRAATEN STREET
WITFIELD
BOKSBURG
TEL:
011-826 4902
EMAIL:
eteimne@jetparkohc.co.za
TRADE HEADING
OCCUPATIONAL HEALTH","14 VAN STRAATEN STREET
WITFIELD
BOKSBURG
TEL; 826 4902
EMAIL",011-826 4902,eteimne@jetparkohc.co.za,
GRANT'S DAIRY,"ADDRESS:
114 JACOBA STREET
NORTON SMALL FARMS
ALBERTON
TEL:
011-902 8490
FAX:
086-559 6078
EMAIL:
grantsdairy@iburst.co.za
TRADE HEADING
DAIRIES","114 JACOBA STREET
NORTON SMALL FARMS
ALBERTON
TEL; 902 8490
FAX; 559 6078
EMAIL","011-902 8490, 086-559 6078",grantsdairy@iburst.co.za,
ACCESS HEALTH SOUTH AFRICA,"ADDRESS:
VALLEY VIEW OFFICE PARK
680 JOSEPH LISTER ROAD
CONSTANTIA KLOOF
ROODEPORT
TEL:
011-991 8000
FAX:
086-742 2168
TRADE HEADING
CALL CENTRE SERVICES","680 JOSEPH LISTER ROAD
CONSTANTIA KLOOF
ROODEPORT
TEL; 991 8000
FAX; 742 2168
TRADE HEADING
CALL CENTRE SERVICES","011-991 8000, 086-742 2168",,
F.B BUILDING.,"ADDRESS:
RACEWAY INDUSTRIAL PARK
13 / 5A MONTE CARLO DRIVE
GERMISTON
TEL:
011-493 1117
FAX:
086-540 9784
TRADE HEADING
CEILING SERVICES","493 1117
FAX; 540 9784
TRADE HEADING
CEILING SERVICES","011-493 1117, 086-540 9784",,
NEWZIN HAULIERS,"ADDRESS:
16 MILLARD ROAD
MEDFORDVIEW
TEL:
011-051 8904
FAX:
011-455 0037
TRADE HEADING
REFRIGERATED TRUCKS","16 MILLARD ROAD
MEDFORDVIEW
TEL; 051 8904
FAX; 455 0037
TRADE HEADING
REFRIGERATED TRUCKS","011-051 8904, 011-455 0037",,
ROMA MELKERY,"ADDRESS:
98 BIRKENRUTH AVENUE
DUNNOTTAR
NIGEL
TEL:
011-734 3407
FAX:
086-516 8183
EMAIL:
rmadairy@gmail.com
TRADE HEADING
DAIRIES","98 BIRKENRUTH AVENUE
DUNNOTTAR
NIGEL
TEL; 734 3407
FAX; 516 8183
EMAIL","011-734 3407, 086-516 8183",rmadairy@gmail.com,
HYDROBERRY INTERNATIONAL,"ADDRESS:
1 / 89 PEENZ STREET
PUTFONTEIN 26 IR
BENONI
TEL:
011-965 0558
EMAIL:
martina@hydroberry.co.za
TRADE HEADING
PLENTING & SEEDING","89 PEENZ STREET
PUTFONTEIN 26 IR
BENONI
TEL; 965 0558
EMAIL",011-965 0558,martina@hydroberry.co.za,
CAROLINE DAY SPA & BEAUTY SALON,"ADDRESS:
JOHANNESBURG INTERNATIONAL AIRPORT SOUTHERN SUN
JOANS ROAD
KEMPTON PARK
TEL:
011-970 1865
EMAIL:
cazfrost@hotmail.com
TRADE HEADING
BEAUTY SALONS","970 1865
EMAIL",011-970 1865,cazfrost@hotmail.com,
MONTIC DAIRY (PTY) LTD,"ADDRESS:
NO 36 TAMBOKIESFONTEIN
MONTIC PARK
HEIDELBERG
TEL:
011-617 7222
FAX:
011-617 7222
TRADE HEADING
DAIRIES","36 TAMBOKIESFONTEIN
MONTIC PARK
HEIDELBERG
TEL; 617 7222
FAX; 617 7222
TRADE HEADING
DAIRIES","011-617 7222, 011-617 7222",,
UBISI METALS,"ADDRESS:
56 PRETORIA ROAD
FAIRLAND
BENONI
TEL:
011-969 2790
FAX:
011-969 1331
EMAIL:
info@ubisimetals.com
TRADE HEADING
SCRAP DEALERS","56 PRETORIA ROAD
FAIRLAND
BENONI
TEL; 969 2790
FAX; 969 1331
EMAIL","011-969 2790, 011-969 1331",info@ubisimetals.com,
APP HARDWARE & BUILDING SUPPLIES,"ADDRESS:
FREDERICK COOPER AVENUE
KENMARE
TEL:
011-955 2279
FAX:
011-955 2279
EMAIL:
app.isibani@gmail.com
TRADE HEADING
HARDWARE STORES","955 2279
FAX; 955 2279
EMAIL","011-955 2279, 011-955 2279",app.isibani@gmail.com,
EXCEPTIONAL NAILS,"ADDRESS:
B105 GENESS
8 SANDLER ROAD
FARMOUNT
JOHANNESBURG
TEL:
011-485 5793
EMAIL:
chana@thelaserbeautique.co.za
TRADE HEADING
BEAUTY SALONS","105 GENESS
8 SANDLER ROAD
FARMOUNT
JOHANNESBURG
TEL; 485 5793
EMAIL",011-485 5793,chana@thelaserbeautique.co.za,
TOP CARE WOMAN'S CLINIC,"ADDRESS:
49 B VILLAGE STREET
RANDFONTEIN
TEL:
011-412 2388
FAX:
011-873 0041
EMAIL:
thathaf@iafrica.com
TRADE HEADING
ABORTION CLINICS","49 B VILLAGE STREET
RANDFONTEIN
TEL; 412 2388
FAX; 873 0041
EMAIL","011-412 2388, 011-873 0041",thathaf@iafrica.com,
BAIRD RENAISSANCE (PTY) LTD,"ADDRESS:
11 RALDA ROAD
BLAIRGOWIE
RANDBURG
TEL:
011-504 4000
FAX:
011-886 2474
EMAIL:
accounts@baird.co.za
TRADE HEADING
PUBLIC RELATIONS CONSULTANTS","11 RALDA ROAD
BLAIRGOWIE
RANDBURG
TEL; 504 4000
FAX; 886 2474
EMAIL","011-504 4000, 011-886 2474",accounts@baird.co.za,
ENTERTAINMENT LOGISTICS SERVICES,"ADDRESS:
147 NORTH REEF ROAD
RIETFONTEIN
TEL:
011-579 1300
FAX:
011-455 4799
TRADE HEADING
MUSIC PUBLISHING","147 NORTH REEF ROAD
RIETFONTEIN
TEL; 579 1300
FAX; 455 4799
TRADE HEADING
MUSIC PUBLISHING","011-579 1300, 011-455 4799",,
REINECKE MJ,"ADDRESS:
PLOT 50 WHEATLANDS
RANDFONTEIN
TEL:
011-416 6194
FAX:
086-611 3666
EMAIL:
mireinecke@vodamail.co.za
TRADE HEADING
REFRIGERATED TRUCKS","50 WHEATLANDS
RANDFONTEIN
TEL; 416 6194
FAX; 611 3666
EMAIL","011-416 6194, 086-611 3666",mireinecke@vodamail.co.za,
G T DRIVING SCHOOL,"ADDRESS:
KEMPTON PARK TESTING GROUND
177 LEWIS ROAD
SPARTAN
KEMPTON PARK
TEL:
011-394 7520
FAX:
011-970 3064
EMAIL:
gtrainbow@telkomsa.net
TRADE HEADING
DRIVING SCHOOLS","177 LEWIS ROAD
SPARTAN
KEMPTON PARK
TEL; 394 7520
FAX; 970 3064
EMAIL","011-394 7520, 011-970 3064",gtrainbow@telkomsa.net,
SIKHOKHO COMPANY,"ADDRESS:
2347 ADELENE STREET
KEMPTON PARK
CELL:
083 478 8634
EMAIL:
maxwellgalas@gmail.com
TRADE HEADING
SECURITY EQUIPMENT","2347 ADELENE STREET
KEMPTON PARK
CELL; 083 478 8634
EMAIL",083 478 8634,maxwellgalas@gmail.com,
KRUITFONTEIN MELKERY,"ADDRESS:
25 RIEMLAND STREET
TEL:
016-976 5864
FAX:
016-976 5884
TRADE HEADING
DAIRIES","25 RIEMLAND STREET
TEL; 976 5864
FAX; 976 5884
TRADE HEADING
DAIRIES","016-976 5864, 016-976 5884",,
ESRI SOUTH AFRICA,"ADDRESS:
WHITBLY OFFICE PARK
167 FOURTHEENTH ROAD
NOODWYK
MIDRAND
TEL:
011-238 6300
EMAIL:
isweidan@esri-southafrica.com
TRADE HEADING
INFOMATION SERVICES","167 FOURTHEENTH ROAD
NOODWYK
MIDRAND
TEL; 238 6300
EMAIL",011-238 6300,isweidan@esri-southafrica.com,
LE-NASH SIGNS,"ADDRESS:
53 FORGE ROAD
SPARTAN
KEMPTON PARK
TEL:
011-394 3484
FAX:
011-394 0717
TRADE HEADING
SIGN MAKERS SERVICES","53 FORGE ROAD
SPARTAN
KEMPTON PARK
TEL; 394 3484
FAX; 394 0717
TRADE HEADING
SIGN MAKERS SERVICES","011-394 3484, 011-394 0717",,
MTHEMBU MVELASE CIVIL PROJECTS CC,"ADDRESS:
44 DEODAR STREET
NOLDICK MEYERTON
TEL:
016-362 4631
FAX:
016-362 4621
EMAIL:
pat@mmcivil.co.za
TRADE HEADING
ENGINEERS SUPPLIES","44 DEODAR STREET
NOLDICK MEYERTON
TEL; 362 4631
FAX; 362 4621
EMAIL","016-362 4631, 016-362 4621",pat@mmcivil.co.za,
RISELY CONTRACT & COMMERCIAL,"ADDRESS:
44 11ST
KEW
JOHANNESBURG
TEL:
011-321 7420
FAX:
011-786 3801
EMAIL:
judy@risely.co.za
TRADE HEADING
KITCHEN FURNITURE INSTALLATIONS","44 11ST
KEW
JOHANNESBURG
TEL; 321 7420
FAX; 786 3801
EMAIL","011-321 7420, 011-786 3801",judy@risely.co.za,
DIG DESIGN CC,"ADDRESS:
130 MACKY AVENUE
BLAIRGOWRIE
RANDBURG
TEL:
011-886 7273
EMAIL:
michelle@digdesign.co.za
TRADE HEADING
GRAPHIC DESIGNERS","130 MACKY AVENUE
BLAIRGOWRIE
RANDBURG
TEL; 886 7273
EMAIL",011-886 7273,michelle@digdesign.co.za,
HYDRAFORMS SA (PTY) LTD,"ADDRESS:
220 RONDEBULT ROAD
LIBRADENE
BOKSBURG
TEL:
011-913 1449
FAX:
011-913 2840
EMAIL:
sarah@hydroform.com
TRADE HEADING
BRICK MACHINERY","220 RONDEBULT ROAD
LIBRADENE
BOKSBURG
TEL; 913 1449
FAX; 913 2840
EMAIL","011-913 1449, 011-913 2840",sarah@hydroform.com,
CREAMERS LUBRICATION PRODUCTS,"ADDRESS:
2A DE BEER STREET
ALRODE SOUTH
ALBERTON
TEL:
011-900 2716
FAX:
086-669 5887
TRADE HEADING
LUBRICANTING EQUIPMENT","900 2716
FAX; 669 5887
TRADE HEADING
LUBRICANTING EQUIPMENT","011-900 2716, 086-669 5887",,
USIZO PROFESSIONAL CONSULTANCY,"ADDRESS:
4710 ONTDEKKERS ROAD
FLORIDA PARK
ROODEPOORT
TEL:
011-672 4322
FAX:
011-672 1896
EMAIL:
usizo@mweb.co.za
TRADE HEADING
PERSONNEL CONSULTANTS","4710 ONTDEKKERS ROAD
FLORIDA PARK
ROODEPOORT
TEL; 672 4322
FAX; 672 1896
EMAIL","011-672 4322, 011-672 1896",usizo@mweb.co.za,
RAND WATER,"ADDRESS:
522 IMPALA ROAD
JOHANNESBURG
TEL:
011-682 0911
EMAIL:
imohale@randwater.co.za
TRADE HEADING
WATER MANAGEMENT SERVICES","522 IMPALA ROAD
JOHANNESBURG
TEL; 682 0911
EMAIL",011-682 0911,imohale@randwater.co.za,
FAMBEZ HYDRAULICS CC,"ADDRESS:
126 14TH AVENUE
ANDERBOLT
BOKSBURG
TEL:
011-894 2877
FAX:
086-651 7205
EMAIL:
fambez@absamail.co.za
TRADE HEADING
HYDRAULIC SERVICES","126 14TH AVENUE
ANDERBOLT
BOKSBURG
TEL; 894 2877
FAX; 651 7205
EMAIL","011-894 2877, 086-651 7205",fambez@absamail.co.za,
DYNAMIC BALANCING,"ADDRESS:
20 PLANTATION ROAD
EASTLEIGH
EDENVALE
TEL:
011-452 4597
FAX:
086-688 4084
EMAIL:
ray@balancing.co.za
TRADE HEADING
NOISE & VIBRATION SERVICES","20 PLANTATION ROAD
EASTLEIGH
EDENVALE
TEL; 452 4597
FAX; 688 4084
EMAIL","011-452 4597, 086-688 4084",ray@balancing.co.za,
KINGS FUNCTION HIRE,"ADDRESS:
10B JEPPE STREET
NEWTON
JOHANNESBURG
TEL:
011-833 3232
FAX:
011-833 3233
EMAIL:
info@kingshire.co.za
TRADE HEADING
FUNCTION HIRE SERVICES","833 3232
FAX; 833 3233
EMAIL","011-833 3232, 011-833 3233",info@kingshire.co.za,
LEONELDA PRODUCTS,"ADDRESS:
229 RONDEBUT ROAD
FARRAR PARK
BOKSBURG
TEL:
011-913 1930
FAX:
011-913 2290
EMAIL:
ira@leonelda.co.za
TRADE HEADING
BEAUTY SUPPLIES","229 RONDEBUT ROAD
FARRAR PARK
BOKSBURG
TEL; 913 1930
FAX; 913 2290
EMAIL","011-913 1930, 011-913 2290",ira@leonelda.co.za,
SOUND XPERIENCE ENTERTAINMENT,"ADDRESS:
149 MONUMENT ROAD
ASTON MANOR
KEMPTON PARK
JOHANNESBURG
TEL:
011-391 8600
EMAIL:
robert@za.soundx.co.za
TRADE HEADING
SATELLITE TV  & EQUIPMENT SERVICES","149 MONUMENT ROAD
ASTON MANOR
KEMPTON PARK
JOHANNESBURG
TEL; 391 8600
EMAIL",011-391 8600,robert@za.soundx.co.za,
AXXON-TRU TEST SCALES MILKING,"ADDRESS:
6 COLLINS STREET
BRIXTON
JOHANNESBURG
TEL:
011-837 7177
FAX:
011-837 3100
EMAIL:
axxon@globel.co.za
TRADE HEADING
DAIRY EQUIPMENT & SUPPLIES","6 COLLINS STREET
BRIXTON
JOHANNESBURG
TEL; 837 7177
FAX; 837 3100
EMAIL","011-837 7177, 011-837 3100",axxon@globel.co.za,
OHSCARE CC,"ADDRESS:
1 PILGRIM STREET
BARBERTON
TEL:
013-712 6952
FAX:
013-712 6952
EMAIL:
glenda@ohscare.co.za
TRADE HEADING
OCCUPATIONAL HEALTH","1 PILGRIM STREET
BARBERTON
TEL; 712 6952
FAX; 712 6952
EMAIL","013-712 6952, 013-712 6952",glenda@ohscare.co.za,
H BIRKENMAYER (PTY) LTD,"ADDRESS:
56 STEEL ROAD
SPARTAN
KEMPTON PARK
JOHANNESBURG
TEL:
011-970 3880
FAX:
011-394 1681
EMAIL:
tammy@birkenmayer.co.za
TRADE HEADING
IMPORT & EXPORT SERVICES","56 STEEL ROAD
SPARTAN
KEMPTON PARK
JOHANNESBURG
TEL; 970 3880
FAX; 394 1681
EMAIL","011-970 3880, 011-394 1681",tammy@birkenmayer.co.za,
ELLIOTT CORPORATE RELOCATIONS SA (PTY) LTD,"ADDRESS:
ASHWOOD HOUSE
33 BALLYCLARE DRIVE
BRYANSTON
SANDTON
TEL:
086-126 7773
EMAIL:
alex@coroprelo.co.za
TRADE HEADING
RELOCATION AGENT SERVICES","33 BALLYCLARE DRIVE
BRYANSTON
SANDTON
TEL; 126 7773
EMAIL",086-126 7773,alex@coroprelo.co.za,
BRYANSTON GLASS CC,"ADDRESS:
44 A KILLCULLEN ROAD
SANDTON
TEL:
011-463 7353
FAX:
011-463 73
EMAIL:
bryanglass@pdka.co.za
TRADE HEADING
GLASS","44 A KILLCULLEN ROAD
SANDTON
TEL; 463 7353
FAX; 463 73
EMAIL","011-463 7353, 011-463 73",bryanglass@pdka.co.za,
DR KOOS GROBLER,"ADDRESS:
MAYO CLINIC
MAYNIER AVENUE
FLORACLIFFE
ROODEPOORT
GAUTENG
TEL:
011-475 1301
FAX:
011-475 1302
TRADE HEADING
DENTAL PRACTITIONERS","475 1301
FAX; 475 1302
TRADE HEADING
DENTAL PRACTITIONERS","011-475 1301, 011-475 1302",,
PICK A KITCHEN,"ADDRESS:
3 CYCAD STREET
BRACKENHURST
ALBERTON
TEL:
011-867 6045
EMAIL:
raypickakitchen@gmail.com
TRADE HEADING
KITCHEN FURNITURE INSTALLATIONS","3 CYCAD STREET
BRACKENHURST
ALBERTON
TEL; 867 6045
EMAIL",011-867 6045,raypickakitchen@gmail.com,
KITCHEN HYPER CC,"ADDRESS:
36 PLANTATION ROAD
EASTLEIGH
EDENVALE
TEL:
011-452 6644
EMAIL:
nicolette@kitchen.hyper.co.za
TRADE HEADING
KITCHEN FURNITURE INSTALLATIONS","36 PLANTATION ROAD
EASTLEIGH
EDENVALE
TEL; 452 6644
EMAIL",011-452 6644,nicolette@kitchen.hyper.co.za,
A & A CONTAINERS.,"ADDRESS:
ROCK COTTAGE OFFICE PARK
CHRISTIAAN DE WET ROAD
WELTEVREDEN PARK
ROODEPORT
TEL:
011-794 6571
FAX:
011-794 6577
TRADE HEADING
CONTAINER SERVICES","794 6571
FAX; 794 6577
TRADE HEADING
CONTAINER SERVICES","011-794 6571, 011-794 6577",,
STINGRAY GRAPHIX,"ADDRESS:
28 B CENTREL AVENUE
EASTLEIGHT
EDENVALE
TEL:
011-452 5553
FAX:
011-452 5554
TRADE HEADING
GRAPHIC DESIGNERS","28 B CENTREL AVENUE
EASTLEIGHT
EDENVALE
TEL; 452 5553
FAX; 452 5554
TRADE HEADING
GRAPHIC DESIGNERS","011-452 5553, 011-452 5554",,
EUROPCAR (GAUTENG),"ADDRESS:
Sandton Sun Hotel
 Crn 5th and Maude Street
Sandton

TEL:
(011) 883-4352
FAX:
(011) 883-1449
WEBSITE:
www.europcar.co.za
TRADE HEADING
CAR RENTAL / HIRE","4352
FAX; 1449
WEBSITE",", ",,
EUROPCAR (SANDTON SUN),"ADDRESS:
Sandton Sun Hotel
 Crn 5th and Maude Street
 Sandton
TEL: 
(011) 883-4352
FAX:
(011) 883-1449
WEBSITE:
www.europcar.co.za
TRADE HEADING
CAR RENTAL / HIRE","4352
FAX; 1449
WEBSITE",", ",,
EUROPCAR (BRAAMFONTEIN),"ADDRESS:
Johannesburg 
Park Station Transit Centre
 Car Rental Mall
 Mezzanine Level Rissik Street
 Braamfontein 
TEL:
(011) 333-8726/2828
FAX:
(011) 333-8731
WEBSITE:
www.europcar.co.za
TRADE HEADING
CAR RENTAL / HIRE","2828
FAX; 8731
WEBSITE",", ",,
EUROPCAR (GERMISTON),"ADDRESS:
Rand Airport Main Terminal Building 
Germiston
1510

TEL:
(011)323-3960 / (011
FAX:
(011) 827-2070
WEBSITE:
www.europcar.co.za
TRADE HEADING
CAR RENTAL / HIRE","1510

TEL; 011
FAX; 2070
WEBSITE",", ",,
EUROPCAR (O R TAMBO INTERNATIONAL AIRPORT),"ADDRESS:
Johannesburg 
International Airport Kempton Park 
Gauteng 
1620


TEL:
(011) 390-3909
FAX:
086 673 6171
WEBSITE:
www.europcar.co.za
TRADE HEADING
CAR RENTAL / HIRE","1620


TEL; 3909
FAX; 086 673 6171
WEBSITE",", 086 673 6171",,
EUROPCAR (LANSERIA AIRPORT),"ADDRESS:
Lanseria Airport 
Lanseria Gauteng 
1200



TEL: 
(011) 548-9000
FAX:
(011) 701-3462
WEBSITE:
www.europcar.co.za
TRADE HEADING
CAR RENTAL / HIRE","1200



TEL; 9000
FAX; 3462
WEBSITE",", ",,
