Name,Category,Phone,Email,Description
SA AIRLINK (PTY) LTD,Easy Travel,(011) 451-7300,,"Airlink's new direct 'City to City' flight, in partnership with South African Airways, will provide Tshwane's business and leisure travellers with a convenient choice of flights between Pretoria, (Wonderboom Airport) and Cape Town. Airlink offers up to 3..."
Vehicle control systems,RossKlerk Business Forum,125 418 647,,
DS Business Coaching,Consulting & Strategies,010 109 1106,,"ActionCOACH&nbsp;is the world's number one business coaching firm. Started in 1993 by Brad Sugars,&nbsp;ActionCOACH&nbsp;is the largest Business Coaching Company in the world, with offices and Business Coaches from Singapore to Sydney to San Francisco. Fr..."
Zylmari Properties,Estate Agents,(012)3477673,,"Home&nbsp;ZYLMARI PROPERTIES&nbsp;has been in the South African Property market since 1987. Although a small firm, we are firmly entrenched in the East of Pretoria, as well as Centurion.
Some of our agents have been with us for more than 11 years. Our of..."
Woodlands Business System cc,Programming,012 547 6893,,"ADSSA is a well established web solution business. As an Internet Service Provider, ADSSA have the proper skills and structure to provide competitive, well-created websites that are visible and effective. Dynamic interactive websites with well designed da..."
Wannenburg Motors,Automotive,(012) 335-2531,,"Welcome to Wannenburg's
At Wannenburg’s, we specialize in selling new and used motor spares for all makes and models of vehicles. We are the leading dismantler of accident damaged motor vehicles, and we have over sixty years of experience in the new and..."
Van Der Merwe Prokureur,Cullinan,,,
Uniqon Wonings Pty. Ltd,Property Management,(012) 809 0262/3,,"UNIQON Wonings (Pty) Ltd was founded in 1985 by Henry Bendeman and has undoubtedly established itself as a Specialist and Leader within its expertise of Project Management and Property Developments.
UNIQON is the proud Developer of Shopping Centers, Offi..."
Union Caterers,Functions & Events,(012) 807-3500,,"Utopia Place&nbsp;- Home of Union Caterers - is based in the East of Pretoria. We cater for all Functions and Events, big and small throughout Gauteng and even across borders.
Your Special Occasion Catering Specialists
Our mission is to provide quality..."
Uitkyk Vleis- en Supermark,Wholesale & Retail,012 804 3280,,"ABOUT UITKYK
&nbsp;

We are proud suppliers of the highest quality meat and fresh produce in Pretoria.Our loyal customers come back time and time again to visit our friendly staff.Take a tour of our store and meet our people"
Tushiyah,Training & Development,087 358 9709,,"We specialise in : Business Management Personal Development Entrepreneurial Skills (this includes innovative thinking to create new revenue streams and grow the business) Technical Skills (specific to each business sector and type)
► Business model desig..."
TimeNet Computers & Networks (Pty)Ltd,Communications (ICT),(012) 546-0011,,"At TimeNet we have extensive skills and experience in the implementation, maintenance and management of firewalls and Internet gateways.
These skills and experiences come from providing support and management to global corporates.
Part of our value-add..."
Takalani Distributors,Distributors,012 547 7032 / 083 582 1001,,Bake bread and cakes Distributors
Synergy Law,Commercial Law,012 433 6597,,"Synergy Law is a legal consulting company that focusses on providing practical and cost effective legal solutions to businesses in South Africa.
We assist businesses ranging from small-medium enterprises to big corporate companies with their day to day l..."
Steenkamp De Bruyn,Finance & Business Services,084 491 9911,,
StoreNet,Warehouses,012 807 0212 / 083 455 6505,,
Staza Cleaning Services (PTY) Ltd,Agriculture & Environment,061 624 4305,,"“There are no unimportant jobs, for every job holds a path to greatness when treated in an important way”.
That is our approach to serving our clients. We take our role as a Hygiene and Cleaning partner very seriously. Our success is tied to that of thos..."
Standard Bank,Investment,,,
Social Doctus,Finance & Business Services,011 100 5028,,"Social Doctus Your Social Media Marketing Solution
We assist businesses in the following additional services:

Graphic Design.
SEO Optiimization.
Building Websites that work for you businnes (Wordpress).
Paid Facebook Ads.
Paid Google Ad-Word Ads...."
Skitterblink Lynnwood,Valet Services,084 250 0225 / 084 701 3777,,"Cleaning Services
&nbsp;

Whether you are a time-crunched homeowner, a business owner, a Skitterblink franchisee or a Skitterblink employee, our goal is the same: to give you&nbsp;more quality time for yourself and your family.&nbsp;By franchising Sk..."
Speedy Tyre & Fitment (Akasia),Spare parts,012 751 1331 / 2,,"Tyres – new and retreads for passenger, LDV, truck, agricultural and industrial vehiclesWheel balancing and wheel alignment for passenger, LDV and trucks/trailersShock absorbers, batteries, exhausts, tow bars, CV joints, brakes, steering and suspension re..."
Sinoville Vleismark (Sinoville) (Member),Butchery,0000-00-00,,We are an established butcher shop with top quality meat and friendly staff with A grade Super MeatWe are an established butcher shop with top quality meat and friendly staff with A grade Super MeatWe are an established butcher shop with top quality meat...
Solrenson Business Financial Administration,Tax & Legal Consulting,083 307 7000,,
Shared Services Investment,Finance & Business Services,012 346 9047,,"Our innovative company was founded to provide cost effective and quality business solutions across all industries. Our services include Human Capital Solutions, Training and Development, Outsourcing and Shared Services, Strategy and Efficiency Improvement..."
Seat King,Bus Seats,084 821 3555,,"The 4500 m² facility is located in Pretoria, South Africa where 95% of product range is completely manufactured. The staff complement is around 90 with current capacity of 10 000 seats per month. Seat King is the biggest supplier of passenger seats to..."
Run/ Walk for Life Rietondale,Image Consulting,(079) 493-9030,,"The scientific and computerised measurements recorded by each member after every session have shown that within as little as three to six weeks, you will be showing a definite increase in fitness levels and weight reduction, depending on your goals. You w..."
Rozess Supplies,Health & Medical,(012) 548-2248,,Rozess Supplies&nbsp;have been supplying and serving a salon supply services to salons throughout South Africa and Namibia. We are the preferred salon services provider for thousands of salon and beauty outlets. Whether you require slimming salon or beaut...
Quick Fit Cupboards,Carpentry,(012) 546-1990,,"QUICK FIT CUPBOARDS CC, is a company with 20 years extensive experience in the Home Improvement industry.
Our phenomenal accelerating growth during the last quarter of 2006 brought us closer to ensure the systematic establishing of professional and busin..."
PayDay Software Systems (Pty) Ltd,Centurion Business Forum,012-803 7730,,
Nyati Industrial Paints,RossKlerk Business Forum,012 541 0627,,
N N Metals,Agriculture & Environment,(012) 541-0547,,"ABOUT USNN Metals is a proudly South African company established in 1985. We are a licensed ferrous and non-ferrous dealer with over 30 years experience in purchasing, collecting and processing of recyclable material. With various state-of-the-art process..."
Showme Pretoria,Marketing,,,
Nandi's Guest House,Guest Houses,012 549 1643 / 084 556 4531,,"Nandi’s Guest house&nbsp;is a charming bed and breakfast&nbsp;(B &amp; B)&nbsp;located at&nbsp;324 Kremetart street, Amandasig, Pretoria, South Africa.
Nandi’s Guest House&nbsp;provides a serene setting for our guests to enjoy the many splendours of the..."
Shimazu Proprietary Limited,Legal Compliance,012 665 2500,,"Shimazu is a legal service provider for businesses, drawing from extensive national and international experience, to offer our Clients world-class legal solutions.
We have a strong focus on technology and we have formulated our solutions with a future-re..."
Multiprof Property Intelligence,Engineering Services,(012) 361 5095,,"Multiprof was founded in 1998 by Abrie Snyman. Abrie qualified as a Town and Regional Planner at the University of Pretoria in 1980, after which he spent the next ten years gaining experience as a senior Town Planner at the City Council of Pretoria and th..."
Mogotsi Lifestyle Centre,Tourism & Events,012 756 6666,,"Mogotsi Functions Venue and Lifestyle Centre will present you with a memorable experience of a lifetime for any occassion. We are located at the foothills of the magnificent Magalies Mountain in a modern suburban area called Akasia. Weddings, Bachelor &am..."
Menlyn Tyres,Automotive,(012) 348-8876,,Autowiel was established in 1969 as a specialist wheel alignment centre. The current management included the sale of passenger and light commercial vehicle tyres to the scope of the business in 1987. Autowiel is in the unique position to have managers tha...
Manage All,Health & Medical,(086) 110-1368,,"We apply the correct strategic medical cover that will suit your individual, family, and corporate needs. We want you to enjoy your choice of the best fit for purpose and pocket medical scheme products.
To have satisfied and informed clients is of the ut..."
Mamre Property Management,Professional Services,(082) 901-6834,,"MAMRE PROPERTY MANAGEMENT (PTY) LTD is an established property management company, registered with the Estate Agency Affairs Board, and specializing in the management of Bodies Corporate, Home Owners Associations, and shopping complexes of existing and ne..."
Labapro,Payroll,012-546 3874,,"We strive to give excellent personalized service to each of our customers and therefore, we do not strive to become the biggest role player in the market, but rather to be available when our clients need us the most. Labapro is based in Pretoria and conce..."
La Frans Guesthouse,Functions & Events,012 549 4929,,At La Frans we provide premium comfort in a welcoming atmosphere. We aim to ensure 'a Home away from Home' for all our guests. La Frans strives not only to provide an excellent customer service but also to establish close relationships with our guests and...
Koopkrag beperk,Finance & Business Services,(012) 348-5452,,"CONVENIENCE You can even use your card at any of the following stores countrywide (Ackermans, Bata,Builders Express,Builders Warehouse,Checkers,Checkers Hyper,Contempo,Dion wired,Dis-Chem,Game,House &amp; Home,Hunger Lion,Jay Jays, Liquor shop, Medirite,O..."
